mo.dat auto written
1 2
1946  2020
3  15
1
0  	0  	0.014  	0.14  	0.597  	0.842  	0.95  	0.967  	1  	1  	1  	1  	1
0  	0.005  	0.031  	0.168  	0.468  	0.828  	0.956  	0.98  	1  	1  	1  	1  	1
0  	0.001  	0.014  	0.17  	0.506  	0.841  	0.961  	1  	1  	1  	1  	1  	1
0  	0  	0.066  	0.261  	0.699  	0.872  	0.978  	1  	1  	1  	1  	1  	1
0.001  	0.006  	0.069  	0.378  	0.646  	0.851  	0.955  	1  	1  	1  	1  	1  	1
0.001  	0.015  	0.085  	0.412  	0.695  	0.846  	0.97  	1  	1  	1  	1  	1  	1
0.001  	0  	0.089  	0.331  	0.662  	0.882  	0.96  	1  	1  	1  	1  	1  	1
0  	0.009  	0.092  	0.438  	0.728  	0.883  	0.973  	0.974  	1  	1  	1  	1  	1
0  	0.003  	0.066  	0.366  	0.72  	0.897  	0.971  	0.991  	1  	1  	1  	1  	1
0  	0.015  	0.061  	0.367  	0.633  	0.907  	0.961  	1  	1  	1  	1  	1  	1
0  	0.007  	0.076  	0.37  	0.719  	0.884  	0.977  	1  	1  	1  	1  	1  	1
0.005  	0.008  	0.082  	0.309  	0.539  	0.869  	0.928  	0.994  	1  	1  	1  	1  	1
0  	0  	0.081  	0.362  	0.745  	0.859  	0.978  	0.997  	0.994  	1  	1  	1  	1
0.005  	0.006  	0.06  	0.335  	0.552  	0.838  	0.931  	0.971  	0.983  	1  	1  	1  	1
0  	0  	0.04  	0.339  	0.644  	0.798  	0.932  	0.963  	0.991  	1  	1  	1  	1
0.001  	0  	0.058  	0.209  	0.544  	0.799  	0.93  	0.967  	0.99  	1  	1  	1  	1
0  	0  	0.01  	0.156  	0.482  	0.763  	0.913  	0.982  	0.985  	1  	1  	1  	1
0  	0  	0.025  	0.137  	0.516  	0.806  	0.935  	0.984  	0.996  	1  	1  	1  	1
0  	0.001  	0.004  	0.074  	0.282  	0.681  	0.891  	0.963  	0.984  	1  	1  	1  	1
0  	0  	0.002  	0.057  	0.256  	0.569  	0.832  	0.955  	0.984  	1  	1  	1  	1
0  	0.018  	0.003  	0.148  	0.463  	0.749  	0.931  	0.99  	1  	1  	1  	1  	1
0  	0.003  	0.028  	0.207  	0.478  	0.731  	0.916  	0.971  	1  	1  	1  	1  	1
0  	0  	0.01  	0.126  	0.466  	0.842  	0.942  	0.968  	0.996  	1  	1  	1  	1
0  	0  	0.014  	0.116  	0.361  	0.775  	0.904  	0.955  	1  	1  	1  	1  	1
