pm.dat auto written
1 2
1946  2020
3  15
1
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0  	0
