"R(age 3)" "SSB" "Fbar(5-10)"
-0.0750717431433299 -0.0348942034537439 0.010506535883943
0.195011066646615 0.0458304497152103 -0.0787971897133451
-0.127537477828341 -0.0112609561494164 -0.010532720950047
0.0655510668071897 0.099331514507568 -0.10548645521245
-0.185102875667028 -0.0665209614219 0.0890312443301629
0.083190974273724 0.108068650290366 -0.0634972590405035
-0.0695299883511885 -0.0862480796476736 0.0336646567196691
0.136323533739 0.212179897395237 -0.114667740976603
0.00478052760154934 0.0251115624416262 -0.0809475390933632
0.409889611181616 0.00152272616020199 -0.0235108057704425
