"R(age 3)" "SSB" "Fbar(5-10)"
-0.216422470544351 -0.121669559861452 0.0674967272629639
0.0326307310467968 -0.0112499118760658 -0.0071492377818973
-0.254527863537395 -0.076454395981993 0.0139556388213528
-0.11437664355727 -0.014266870059707 -0.0439848944052768
-0.288012634509867 -0.129097292124417 0.138901283616853
-0.117283029597529 -0.000670012008832358 0.0188111440665451
-0.172207679355686 -0.153400974282316 0.0938150125591304
-0.0601170799635269 0.0992504500517523 -0.0252148461315727
-0.146811834098633 -0.0444543014452404 -0.00215855113791517
0.229579385584045 -0.0552913833418242 0.0296611745756375
