"R(age 3)" "SSB" "Fbar(5-10)"
0.486526743764775 0.224212686538262 -0.162074244389893
1.01613938928826 0.419150389610595 -0.229385915792206
0.451673951677509 0.321745495752503 -0.216672054210456
0.64352443813156 0.381810972532285 -0.24645362865305
0.329210995426371 0.198524980114367 -0.101161108487149
0.744570323300129 0.403439086285877 -0.202178114822451
0.550712814227733 0.130032209743653 -0.147040429565003
0.822847934007084 0.577402117125116 -0.242428431413337
0.606356771398373 0.307103361300052 -0.2152070884394
1.32457656354848 0.345638125329899 -0.223917415716804
