"R(age 2)" "SSB" "Fbar(4-8)"
0.0562653586160572 -0.00432834559817149 0.00436516793931202
0.126626495659921 0.12497826181204 -0.097488885599283
0.0930197314224806 -0.017295099925414 0.0596744074634054
-0.0514916381580826 -0.159453291701123 0.150433421424095
0.107246392427834 -0.0465066997343576 0.0410297197194635
0.149717131791485 -0.0254546149983014 0.0614337774918634
0.119478429515437 0.0284171486453737 -0.0220920455525033
0.300837587568089 0.229699310031792 -0.168788611409092
0.108139033006006 0.0855201393986207 -0.0770618395915951
0.114298180047105 -0.0147584475675844 -0.0193433781552395
