"R(age 3)" "SSB" "Fbar(5-10)"
-0.255815744311815 -0.0355488204825453 0.0133339123195124
0.283914492152725 -0.0073504162906863 0.0309323245586852
-0.199387018361667 -0.0245786328801027 -0.0329652682400844
0.179108429858445 0.044163409581129 -0.0985972805090707
-0.303853118158731 -0.049643775635025 0.0705407578374293
0.425761139021711 0.122943094431914 -0.0574678465340842
-0.111824543800829 -0.10790505817767 0.0529313310817146
0.337583774208779 0.236523506096838 -0.112646370855124
-0.160566037409901 0.00046868181459486 -0.0329086572724301
0.464140619975624 0.022546189467147 -0.0216001240482732
