"R(age 2)" "SSB" "Fbar(4-8)"
-0.202835298089212 -0.165901905408543 0.206223489284693
-0.170168783761214 -0.0543904470202534 0.0402557584236331
-0.170939081790792 -0.16472929873892 0.200634860502683
-0.31465978725619 -0.328516835878244 0.412584998831884
-0.193380886620277 -0.226002714652524 0.280693386655825
-0.138934571601397 -0.187840969192681 0.260897301470277
-0.184402899142694 -0.16789043833898 0.187154195648292
0.000667894769989225 0.0673044744061013 -0.0492058515378304
-0.133577167089109 -0.05066005586025 0.0335224255291845
-0.178004903114509 -0.172037802826427 0.144202506890201
