"R(age 2)" "SSB" "Fbar(4-8)"
1.24045118860226 0.696191323295134 -0.397768941488687
1.28588833831483 0.756327098994949 -0.405359018827429
1.67399673362514 0.551238200614667 -0.267601567003241
1.17090449500972 0.483519127122018 -0.311882877260155
1.49574086537676 0.645756151669454 -0.394867110151891
1.39916677156115 0.466019549508347 -0.294012411695542
1.65282185707519 0.771539764063694 -0.424370892895211
1.55247660568076 0.741741072186636 -0.391259928609631
1.57714232777771 0.697119969662979 -0.329086422995389
2.02912840367638 0.731102781412291 -0.373793557447989
